12	7423.06464844	14495.3937578	1234.80395313	-3858.33291406	14495.3937578	91981.8147109	2754.94060937	-3976.63742969	1234.80395313	2754.94060937	12218.7462438	1957.28940313	-3858.33291406	-3976.63742969	1957.28940313	79891.3598734
22	6548.057784	10816.459856	-282.413764	165.53854	10816.459856	96271.858304	-707.115176	731.95176	-282.413764	-707.115176	2838.681544	2217.41756	165.53854	731.95176	2217.41756	25506.034275
42	14838.5464828	12920.5120083	6612.70828824	2009.81047347	12920.5120083	18899.8441753	4070.3248231	2428.28766389	6612.70828824	4070.3248231	7093.54206035	319.398366285	2009.81047347	2428.28766389	319.398366285	2936.26602497
53	10987.1521219	13207.3883796	1305.4476929	2454.19272377	13207.3883796	26516.5558333	1207.4849537	2634.2800463	1305.4476929	1207.4849537	1276.91971451	506.325979938	2454.19272377	2634.2800463	506.325979938	1970.03082562
41	20687.5051461	10749.1253045	5053.14778191	11454.681591	10749.1253045	37883.2009799	4538.83668403	8201.21934212	5053.14778191	4538.83668403	4967.61126581	3182.62352641	11454.681591	8201.21934212	3182.62352641	39270.7600234
1	8217.82011719	12974.045166	953.302460938	6279.8229834	12974.045166	76139.2388843	1696.28754883	9714.60837524	953.302460938	1696.28754883	1790.97246094	1753.86718262	6279.8229834	9714.60837524	1753.86718262	30654.5706049
3	19161.0852422	16443.7664645	5100.05603893	6922.36789724	16443.7664645	19969.8806021	5007.7198574	8391.78737664	5100.05603893	5007.7198574	13517.8901766	1637.21982345	6922.36789724	8391.78737664	1637.21982345	15134.3229425
63	5247.94546296	12853.552284	-412.957932099	1985.18608025	12853.552284	62911.6011385	-2566.49834019	11655.9322085	-412.957932099	-2566.49834019	2060.47717764	-515.196478052	1985.18608025	11655.9322085	-515.196478052	6275.56861797
5	13173.4477079	11644.5575213	4109.60276465	3658.0828828	11644.5575213	21744.9443136	2159.27761106	4393.31851371	4109.60276465	2159.27761106	4407.16943762	1235.62406427	3658.0828828	4393.31851371	1235.62406427	2796.9930293
72	3302.82926988	4075.48158464	404.733574905	3622.76413737	4075.48158464	43121.9247485	-1653.09507842	5596.25946998	404.733574905	-1653.09507842	1845.6003894	784.245246079	3622.76413737	5596.25946998	784.245246079	26107.0553921
7	6165.79468174	7131.88908983	335.023319453	1220.43979179	7131.88908983	66806.876157	183.874991077	16976.897793	335.023319453	183.874991077	976.055312314	634.947245687	1220.43979179	16976.897793	634.947245687	19065.4925877
6	18940.1201492	13073.6349472	4168.94053949	8017.19013774	13073.6349472	21231.5849977	495.706499082	9805.2096832	4168.94053949	495.706499082	13285.5985239	2214.77535813	8017.19013774	9805.2096832	2214.77535813	12620.8368871
2	15498.0028655	7620.23712697	2457.14744462	7010.30786314	7620.23712697	85615.9941182	1272.29757564	6874.35278914	2457.14744462	1272.29757564	2404.75097559	2911.3795353	7010.30786314	6874.35278914	2911.3795353	21619.2490621
94	4601.1213551	11882.8072776	4.16904081633	3526.91529388	11882.8072776	86919.2230388	36.9128061224	11289.7963898	4.16904081633	36.9128061224	1014.87711224	278.525193878	3526.91529388	11289.7963898	278.525193878	36147.1353245
